Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Tue Dec 31 18:17:49 2024
| Host         : lap-inf133 running 64-bit Ubuntu 24.04.1 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -file /janberq/repos/jnbrq/hbmex-sw/results/synth/SpmvExp3_impl3_utilization_hier.post_pr.txt
| Design       : bd_top_wrapper
| Device       : xcu55c-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+------------+
|                                              Instance                                             |                                        Module                                        | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|               (sourceBuffer_23)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_107 |          4 |          4 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_138 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_24                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_108 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_24)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_108 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_137 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_25                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_109 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_25)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_109 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_136 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_26                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_110 |        152 |          4 |     148 |    0 |     6 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_26)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_110 |          3 |          3 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_135 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_27                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_111 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_27)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_111 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_134 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_28                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_112 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_28)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_112 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_133 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_29                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_113 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_29)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_113 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_132 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_3                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_114 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_3)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_114 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_131 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_30                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_115 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_30)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_115 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_130 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_31                                                                       |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_116 |        154 |          6 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_31)                                                                   |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_116 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_129 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_4                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_117 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_4)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_117 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_128 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_5                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_118 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_5)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_118 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_127 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_6                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_119 |        151 |          3 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_6)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_119 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_126 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_7                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_120 |        152 |          4 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_7)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_120 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_125 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_8                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_121 |        153 |          5 |     148 |    0 |     6 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_8)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_121 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_124 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             sourceBuffer_9                                                                        |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_122 |        153 |          5 |     148 |    0 |     6 |      0 |      0 |    0 |          0 |
|               (sourceBuffer_9)                                                                    |                                               bd_top_SpmvExp3_0_0_Queue2_UInt256_122 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                    bd_top_SpmvExp3_0_0_ram_2x256_123 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer                                                                              |                                                    bd_top_SpmvExp3_0_0_Queue2_UInt32 |        117 |         97 |      20 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer)                                                                          |                                                    bd_top_SpmvExp3_0_0_Queue2_UInt32 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                      bd_top_SpmvExp3_0_0_ram_2x32_18 |        113 |         93 |      20 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_1                                                                            |                                                   bd_top_SpmvExp3_0_0_Queue2_UInt256 |        905 |        757 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_1)                                                                        |                                                   bd_top_SpmvExp3_0_0_Queue2_UInt256 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                     bd_top_SpmvExp3_0_0_ram_2x256_17 |        903 |        755 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_2                                                                            |                                                 bd_top_SpmvExp3_0_0_Queue2_UInt32_10 |        165 |        145 |      20 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_2)                                                                        |                                                 bd_top_SpmvExp3_0_0_Queue2_UInt32_10 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                         bd_top_SpmvExp3_0_0_ram_2x32 |        163 |        143 |      20 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_3                                                                            |                                                bd_top_SpmvExp3_0_0_Queue2_UInt256_11 |        153 |          5 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_3)                                                                        |                                                bd_top_SpmvExp3_0_0_Queue2_UInt256_11 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                     bd_top_SpmvExp3_0_0_ram_2x256_16 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffer_4                                                                            |                                                bd_top_SpmvExp3_0_0_Queue2_UInt256_12 |        151 |          3 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffer_4)                                                                        |                                                bd_top_SpmvExp3_0_0_Queue2_UInt256_12 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                        bd_top_SpmvExp3_0_0_ram_2x256 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffered__sinkBuffer                                                                |                                                  bd_top_SpmvExp3_0_0_Queue2_SpmvTask |        332 |         76 |     256 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffered__sinkBuffer)                                                            |                                                  bd_top_SpmvExp3_0_0_Queue2_SpmvTask |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                        bd_top_SpmvExp3_0_0_ram_2x448 |        329 |         73 |     256 |    0 |     0 |      0 |      0 |    0 |          0 |
|           sinkBuffered__sinkBuffer_1                                                              |                                        bd_top_SpmvExp3_0_0_Queue2_ReadAddressChannel |         37 |          5 |      32 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (sinkBuffered__sinkBuffer_1)                                                          |                                        bd_top_SpmvExp3_0_0_Queue2_ReadAddressChannel |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                      bd_top_SpmvExp3_0_0_ram_2x73_15 |         34 |          2 |      32 |    0 |     0 |      0 |      0 |    0 |          0 |
|           writeStreamResult                                                                       |                                                      bd_top_SpmvExp3_0_0_WriteStream |        734 |        434 |     300 |    0 |   227 |      0 |      0 |    0 |          0 |
|             (writeStreamResult)                                                                   |                                                      bd_top_SpmvExp3_0_0_WriteStream |         76 |         76 |       0 |    0 |   197 |      0 |      0 |    0 |          0 |
|             addressPhase_arrival0_sinkBuffered__sinkBuffer                                        |                                       bd_top_SpmvExp3_0_0_Queue2_WriteAddressChannel |         43 |          3 |      40 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (addressPhase_arrival0_sinkBuffered__sinkBuffer)                                    |                                       bd_top_SpmvExp3_0_0_Queue2_WriteAddressChannel |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                         bd_top_SpmvExp3_0_0_ram_2x73 |         41 |          1 |      40 |    0 |     0 |      0 |      0 |    0 |          0 |
|             dataPhase_arrival0_sinkBuffered__sinkBuffer                                           |                                       bd_top_SpmvExp3_0_0_Queue2_WriteDataChannel_13 |        151 |          3 |     148 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (dataPhase_arrival0_sinkBuffered__sinkBuffer)                                       |                                       bd_top_SpmvExp3_0_0_Queue2_WriteDataChannel_13 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                        bd_top_SpmvExp3_0_0_ram_2x289 |        149 |          1 |     148 |    0 |     0 |      0 |      0 |    0 |          0 |
|             filtering_arrival0_sinkBuffered__sinkBuffer                                           |                                           bd_top_SpmvExp3_0_0_Queue2_WriteStreamTask |        309 |        237 |      72 |    0 |     3 |      0 |      0 |    0 |          0 |
|               (filtering_arrival0_sinkBuffered__sinkBuffer)                                       |                                           bd_top_SpmvExp3_0_0_Queue2_WriteStreamTask |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                        bd_top_SpmvExp3_0_0_ram_2x128 |        306 |        234 |      72 |    0 |     0 |      0 |      0 |    0 |          0 |
|             qLengthB                                                                              |                                                bd_top_SpmvExp3_0_0_Queue16_UInt64_14 |        131 |         95 |      36 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (qLengthB)                                                                          |                                                bd_top_SpmvExp3_0_0_Queue16_UInt64_14 |          8 |          8 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                        bd_top_SpmvExp3_0_0_ram_16x64 |        123 |         87 |      36 |    0 |     0 |      0 |      0 |    0 |          0 |
|             qLengthW                                                                              |                                                    bd_top_SpmvExp3_0_0_Queue16_UInt4 |         22 |         18 |       4 |    0 |     9 |      0 |      0 |    0 |          0 |
|               (qLengthW)                                                                          |                                                    bd_top_SpmvExp3_0_0_Queue16_UInt4 |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|               ram_ext                                                                             |                                                         bd_top_SpmvExp3_0_0_ram_16x4 |         17 |         13 |       4 |    0 |     0 |      0 |      0 |    0 |          0 |
|             responsePhase_arrival0_sinkBuffered__sinkBuffer                                       |                                                     bd_top_SpmvExp3_0_0_Queue2_UInt0 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|         stripe0                                                                                   |                                                           bd_top_SpmvExp3_0_0_Stripe |        122 |         62 |      60 |    0 |   136 |      0 |      0 |    0 |          0 |
|           (stripe0)                                                                               |                                                           bd_top_SpmvExp3_0_0_Stripe |         15 |         15 |       0 |    0 |    32 |      0 |      0 |    0 |          0 |
|           rdReq__deq_q                                                                            |                                            bd_top_SpmvExp3_0_0_Queue1_AddressChannel |         18 |         18 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|           rdRespQueue_                                                                            |                                           bd_top_SpmvExp3_0_0_Queue1_ReadDataChannel |          3 |          3 |       0 |    0 |    33 |      0 |      0 |    0 |          0 |
|           s_axil__sinkBuffer                                                                      |                                         bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_3 |         23 |          3 |      20 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (s_axil__sinkBuffer)                                                                  |                                         bd_top_SpmvExp3_0_0_Queue2_ReadDataChannel_3 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                         bd_top_SpmvExp3_0_0_ram_2x34 |         21 |          1 |      20 |    0 |     0 |      0 |      0 |    0 |          0 |
|           s_axil__sinkBuffer_1                                                                    |                                      bd_top_SpmvExp3_0_0_Queue2_WriteResponseChannel |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           s_axil__sourceBuffer                                                                    |                                            bd_top_SpmvExp3_0_0_Queue2_AddressChannel |         12 |          4 |       8 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (s_axil__sourceBuffer)                                                                |                                            bd_top_SpmvExp3_0_0_Queue2_AddressChannel |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                       bd_top_SpmvExp3_0_0_ram_2x13_4 |          8 |          0 |       8 |    0 |     0 |      0 |      0 |    0 |          0 |
|           s_axil__sourceBuffer_1                                                                  |                                          bd_top_SpmvExp3_0_0_Queue2_AddressChannel_2 |         12 |          4 |       8 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (s_axil__sourceBuffer_1)                                                              |                                          bd_top_SpmvExp3_0_0_Queue2_AddressChannel_2 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                         bd_top_SpmvExp3_0_0_ram_2x13 |          9 |          1 |       8 |    0 |     0 |      0 |      0 |    0 |          0 |
|           s_axil__sourceBuffer_2                                                                  |                                        bd_top_SpmvExp3_0_0_Queue2_WriteDataChannel_1 |         31 |          7 |      24 |    0 |     3 |      0 |      0 |    0 |          0 |
|             (s_axil__sourceBuffer_2)                                                              |                                        bd_top_SpmvExp3_0_0_Queue2_WriteDataChannel_1 |          6 |          6 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|             ram_ext                                                                               |                                                         bd_top_SpmvExp3_0_0_ram_2x36 |         25 |          1 |      24 |    0 |     0 |      0 |      0 |    0 |          0 |
|           wrReqData__deq_q                                                                        |                                          bd_top_SpmvExp3_0_0_Queue1_WriteDataChannel |          2 |          2 |       0 |    0 |    37 |      0 |      0 |    0 |          0 |
|           wrReq__deq_q                                                                            |                                          bd_top_SpmvExp3_0_0_Queue1_AddressChannel_3 |          2 |          2 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|           wrRespQueue_                                                                            |                                      bd_top_SpmvExp3_0_0_Queue1_WriteResponseChannel |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|     clk_wiz_0                                                                                     |                                                                   bd_top_clk_wiz_0_0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|       inst                                                                                        |                                                           bd_top_clk_wiz_0_0_clk_wiz |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|     hbm_0                                                                                         |                                                                       bd_top_hbm_0_1 |        502 |        502 |       0 |    0 |   430 |      2 |      0 |    0 |          0 |
|       (hbm_0)                                                                                     |                                                                       bd_top_hbm_0_1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|       inst                                                                                        |                                                           bd_top_hbm_0_1_hbm_v1_0_16 |        502 |        502 |       0 |    0 |   430 |      2 |      0 |    0 |          0 |
|         ONE_STACK.u_hbm_top                                                                       |                                                               bd_top_hbm_0_1_hbm_top |        502 |        502 |       0 |    0 |   430 |      2 |      0 |    0 |          0 |
|           (ONE_STACK.u_hbm_top)                                                                   |                                                               bd_top_hbm_0_1_hbm_top |         49 |         49 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_apb_arbiter_0                                                         |                                                       bd_top_hbm_0_1_hbm_apb_arbiter |         59 |         59 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_apb_mst_0                                                             |                                                           bd_top_hbm_0_1_hbm_apb_mst |        236 |        236 |       0 |    0 |   235 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_data_fetch_0                                                          |                                                        bd_top_hbm_0_1_hbm_data_fetch |         51 |         51 |       0 |    0 |   130 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.u_hbm_temp_rd_0                                                           |                                                           bd_top_hbm_0_1_hbm_temp_rd |         84 |         84 |       0 |    0 |    63 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.xpm_memory_spram_inst_0                                                   |                                                      bd_top_hbm_0_1_xpm_memory_spram |         24 |         24 |       0 |    0 |     0 |      2 |      0 |    0 |          0 |
|             (ONE_STACK_HBM.xpm_memory_spram_inst_0)                                               |                                                      bd_top_hbm_0_1_xpm_memory_spram |         23 |         23 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|             xpm_memory_base_inst                                                                  |                                                       bd_top_hbm_0_1_xpm_memory_base |          1 |          1 |       0 |    0 |     0 |      2 |      0 |    0 |          0 |
|     proc_sys_reset_0                                                                              |                                                            bd_top_proc_sys_reset_0_1 |         13 |         12 |       0 |    1 |    56 |      0 |      0 |    0 |          0 |
|       U0                                                                                          |                                             bd_top_proc_sys_reset_0_1_proc_sys_reset |         13 |         12 |       0 |    1 |    56 |      0 |      0 |    0 |          0 |
|         (U0)                                                                                      |                                             bd_top_proc_sys_reset_0_1_proc_sys_reset |          0 |          0 |       0 |    0 |    23 |      0 |      0 |    0 |          0 |
|         EXT_LPF                                                                                   |                                                        bd_top_proc_sys_reset_0_1_lpf |          4 |          3 |       0 |    1 |    17 |      0 |      0 |    0 |          0 |
|           (EXT_LPF)                                                                               |                                                        bd_top_proc_sys_reset_0_1_lpf |          2 |          1 |       0 |    1 |     9 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_AUX.ACT_LO_AUX                                                               |                                                   bd_top_proc_sys_reset_0_1_cdc_sync |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_EXT.ACT_LO_EXT                                                               |                                                 bd_top_proc_sys_reset_0_1_cdc_sync_0 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|         SEQ                                                                                       |                                               bd_top_proc_sys_reset_0_1_sequence_psr |          9 |          9 |       0 |    0 |    16 |      0 |      0 |    0 |          0 |
|           (SEQ)                                                                                   |                                               bd_top_proc_sys_reset_0_1_sequence_psr |          5 |          5 |       0 |    0 |    10 |      0 |      0 |    0 |          0 |
|           SEQ_COUNTER                                                                             |                                                    bd_top_proc_sys_reset_0_1_upcnt_n |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|     proc_sys_reset_hbm                                                                            |                                                            bd_top_proc_sys_reset_0_0 |         13 |         12 |       0 |    1 |    33 |      0 |      0 |    0 |          0 |
|       U0                                                                                          |                                             bd_top_proc_sys_reset_0_0_proc_sys_reset |         13 |         12 |       0 |    1 |    33 |      0 |      0 |    0 |          0 |
|         (U0)                                                                                      |                                             bd_top_proc_sys_reset_0_0_proc_sys_reset |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|         EXT_LPF                                                                                   |                                                        bd_top_proc_sys_reset_0_0_lpf |          4 |          3 |       0 |    1 |    17 |      0 |      0 |    0 |          0 |
|           (EXT_LPF)                                                                               |                                                        bd_top_proc_sys_reset_0_0_lpf |          2 |          1 |       0 |    1 |     9 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_AUX.ACT_LO_AUX                                                               |                                                   bd_top_proc_sys_reset_0_0_cdc_sync |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_EXT.ACT_LO_EXT                                                               |                                                 bd_top_proc_sys_reset_0_0_cdc_sync_0 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|         SEQ                                                                                       |                                               bd_top_proc_sys_reset_0_0_sequence_psr |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|           (SEQ)                                                                                   |                                               bd_top_proc_sys_reset_0_0_sequence_psr |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|           SEQ_COUNTER                                                                             |                                                    bd_top_proc_sys_reset_0_0_upcnt_n |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|     smartconnect_0                                                                                |                                                              bd_top_smartconnect_0_1 |       7641 |       5344 |    2206 |   91 | 14099 |      0 |      0 |    0 |          0 |
|       (smartconnect_0)                                                                            |                                                              bd_top_smartconnect_0_1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|       inst                                                                                        |                                                      bd_top_smartconnect_0_1_bd_48b0 |       7641 |       5344 |    2206 |   91 | 14099 |      0 |      0 |    0 |          0 |
|         clk_map                                                                                   |                                           bd_top_smartconnect_0_1_clk_map_imp_4BHJCD |         36 |         33 |       0 |    3 |    82 |      0 |      0 |    0 |          0 |
|           psr0                                                                                    |                                               bd_top_smartconnect_0_1_bd_48b0_psr0_0 |         12 |         11 |       0 |    1 |    22 |      0 |      0 |    0 |          0 |
|             U0                                                                                    |                                           bd_top_smartconnect_0_1_proc_sys_reset_398 |         12 |         11 |       0 |    1 |    22 |      0 |      0 |    0 |          0 |
|               (U0)                                                                                |                                           bd_top_smartconnect_0_1_proc_sys_reset_398 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               EXT_LPF                                                                             |                                                      bd_top_smartconnect_0_1_lpf_399 |          3 |          2 |       0 |    1 |     6 |      0 |      0 |    0 |          0 |
|                 (EXT_LPF)                                                                         |                                                      bd_top_smartconnect_0_1_lpf_399 |          3 |          2 |       0 |    1 |     2 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_AUX.ACT_LO_AUX                                                         |                                                 bd_top_smartconnect_0_1_cdc_sync_402 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               SEQ                                                                                 |                                             bd_top_smartconnect_0_1_sequence_psr_400 |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 (SEQ)                                                                             |                                             bd_top_smartconnect_0_1_sequence_psr_400 |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 SEQ_COUNTER                                                                       |                                                  bd_top_smartconnect_0_1_upcnt_n_401 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|           psr_aclk                                                                                |                                           bd_top_smartconnect_0_1_bd_48b0_psr_aclk_0 |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|             U0                                                                                    |                                           bd_top_smartconnect_0_1_proc_sys_reset_392 |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|               (U0)                                                                                |                                           bd_top_smartconnect_0_1_proc_sys_reset_392 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
