Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Tue Dec 31 18:22:28 2024
| Host         : lap-inf133 running 64-bit Ubuntu 24.04.1 LTS
| Command      : report_utilization -hierarchical -hierarchical_depth 8 -file /janberq/repos/jnbrq/hbmex-sw/results/synth/SpmvExp1_impl3_utilization_hier.post_pr.txt
| Design       : bd_top_wrapper
| Device       : xcu55c-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+------------+
|                                              Instance                                             |                                        Module                                        | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|         ONE_STACK.u_hbm_top                                                                       |                                                               bd_top_hbm_0_1_hbm_top |        492 |        492 |       0 |    0 |   430 |      2 |      0 |    0 |          0 |
|           (ONE_STACK.u_hbm_top)                                                                   |                                                               bd_top_hbm_0_1_hbm_top |         47 |         47 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_apb_arbiter_0                                                         |                                                       bd_top_hbm_0_1_hbm_apb_arbiter |         52 |         52 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_apb_mst_0                                                             |                                                           bd_top_hbm_0_1_hbm_apb_mst |        236 |        236 |       0 |    0 |   235 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.hbm_data_fetch_0                                                          |                                                        bd_top_hbm_0_1_hbm_data_fetch |         50 |         50 |       0 |    0 |   130 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.u_hbm_temp_rd_0                                                           |                                                           bd_top_hbm_0_1_hbm_temp_rd |         84 |         84 |       0 |    0 |    63 |      0 |      0 |    0 |          0 |
|           ONE_STACK_HBM.xpm_memory_spram_inst_0                                                   |                                                      bd_top_hbm_0_1_xpm_memory_spram |         24 |         24 |       0 |    0 |     0 |      2 |      0 |    0 |          0 |
|             (ONE_STACK_HBM.xpm_memory_spram_inst_0)                                               |                                                      bd_top_hbm_0_1_xpm_memory_spram |         23 |         23 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|             xpm_memory_base_inst                                                                  |                                                       bd_top_hbm_0_1_xpm_memory_base |          1 |          1 |       0 |    0 |     0 |      2 |      0 |    0 |          0 |
|     proc_sys_reset_0                                                                              |                                                            bd_top_proc_sys_reset_0_1 |         14 |         13 |       0 |    1 |    49 |      0 |      0 |    0 |          0 |
|       U0                                                                                          |                                             bd_top_proc_sys_reset_0_1_proc_sys_reset |         14 |         13 |       0 |    1 |    49 |      0 |      0 |    0 |          0 |
|         (U0)                                                                                      |                                             bd_top_proc_sys_reset_0_1_proc_sys_reset |          0 |          0 |       0 |    0 |    17 |      0 |      0 |    0 |          0 |
|         EXT_LPF                                                                                   |                                                        bd_top_proc_sys_reset_0_1_lpf |          4 |          3 |       0 |    1 |    17 |      0 |      0 |    0 |          0 |
|           (EXT_LPF)                                                                               |                                                        bd_top_proc_sys_reset_0_1_lpf |          2 |          1 |       0 |    1 |     9 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_AUX.ACT_LO_AUX                                                               |                                                   bd_top_proc_sys_reset_0_1_cdc_sync |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_EXT.ACT_LO_EXT                                                               |                                                 bd_top_proc_sys_reset_0_1_cdc_sync_0 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|         SEQ                                                                                       |                                               bd_top_proc_sys_reset_0_1_sequence_psr |         10 |         10 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|           (SEQ)                                                                                   |                                               bd_top_proc_sys_reset_0_1_sequence_psr |          6 |          6 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|           SEQ_COUNTER                                                                             |                                                    bd_top_proc_sys_reset_0_1_upcnt_n |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|     proc_sys_reset_hbm                                                                            |                                                            bd_top_proc_sys_reset_0_0 |         13 |         12 |       0 |    1 |    33 |      0 |      0 |    0 |          0 |
|       U0                                                                                          |                                             bd_top_proc_sys_reset_0_0_proc_sys_reset |         13 |         12 |       0 |    1 |    33 |      0 |      0 |    0 |          0 |
|         (U0)                                                                                      |                                             bd_top_proc_sys_reset_0_0_proc_sys_reset |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|         EXT_LPF                                                                                   |                                                        bd_top_proc_sys_reset_0_0_lpf |          4 |          3 |       0 |    1 |    17 |      0 |      0 |    0 |          0 |
|           (EXT_LPF)                                                                               |                                                        bd_top_proc_sys_reset_0_0_lpf |          2 |          1 |       0 |    1 |     9 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_AUX.ACT_LO_AUX                                                               |                                                   bd_top_proc_sys_reset_0_0_cdc_sync |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|           ACTIVE_LOW_EXT.ACT_LO_EXT                                                               |                                                 bd_top_proc_sys_reset_0_0_cdc_sync_0 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|         SEQ                                                                                       |                                               bd_top_proc_sys_reset_0_0_sequence_psr |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|           (SEQ)                                                                                   |                                               bd_top_proc_sys_reset_0_0_sequence_psr |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|           SEQ_COUNTER                                                                             |                                                    bd_top_proc_sys_reset_0_0_upcnt_n |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|     rama_0                                                                                        |                                                                      bd_top_rama_0_0 |       1622 |       1142 |     342 |  138 |  2983 |      4 |      0 |    0 |          0 |
|       (rama_0)                                                                                    |                                                                      bd_top_rama_0_0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|       U0                                                                                          |                                                                 bd_top_rama_0_0_rama |       1622 |       1142 |     342 |  138 |  2983 |      4 |      0 |    0 |          0 |
|         axi4full_to_axi4s_frag_inst                                                               |                                               bd_top_rama_0_0_axi4full_to_axi4s_frag |        363 |        193 |     170 |    0 |   542 |      0 |      0 |    0 |          0 |
|           axi4full_to_axi4s_frag_read_inst                                                        |                                          bd_top_rama_0_0_axi4full_to_axi4s_frag_read |        125 |        125 |       0 |    0 |   190 |      0 |      0 |    0 |          0 |
|           axi4full_to_axi4s_frag_write_inst                                                       |                                         bd_top_rama_0_0_axi4full_to_axi4s_frag_write |        238 |         68 |     170 |    0 |   352 |      0 |      0 |    0 |          0 |
|         rama_read_core_inst                                                                       |                                                       bd_top_rama_0_0_rama_read_core |        993 |        692 |     164 |  137 |  2170 |      4 |      0 |    0 |          0 |
|           rama_id_adjust_inst                                                                     |                                                     bd_top_rama_0_0_rama_id_adjust_2 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|           rama_mem_interleave_inst                                                                |                                               bd_top_rama_0_0_rama_mem_interleave__1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|           rama_read_reorder_core_inst                                                             |                                               bd_top_rama_0_0_rama_read_reorder_core |        989 |        688 |     164 |  137 |  2164 |      4 |      0 |    0 |          0 |
|             (rama_read_reorder_core_inst)                                                         |                                               bd_top_rama_0_0_rama_read_reorder_core |          5 |          5 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|             rama_read_reorder_ctl_inst                                                            |                                                bd_top_rama_0_0_rama_read_reorder_ctl |        915 |        630 |     148 |  137 |  2107 |      0 |      0 |    0 |          0 |
|             rama_read_reorder_mem_inst                                                            |                                                bd_top_rama_0_0_rama_read_reorder_mem |          0 |          0 |       0 |    0 |     1 |      4 |      0 |    0 |          0 |
|               (rama_read_reorder_mem_inst)                                                        |                                                bd_top_rama_0_0_rama_read_reorder_mem |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               xpm_memory_sdpram_inst                                                              |                                                    bd_top_rama_0_0_xpm_memory_sdpram |          0 |          0 |       0 |    0 |     0 |      4 |      0 |    0 |          0 |
|                 xpm_memory_base_inst                                                              |                                      bd_top_rama_0_0_xpm_memory_base__parameterized0 |          0 |          0 |       0 |    0 |     0 |      4 |      0 |    0 |          0 |
|             rama_read_reorder_trans_queue_inst                                                    |                                        bd_top_rama_0_0_rama_read_reorder_trans_queue |         71 |         55 |      16 |    0 |    56 |      0 |      0 |    0 |          0 |
|               (rama_read_reorder_trans_queue_inst)                                                |                                        bd_top_rama_0_0_rama_read_reorder_trans_queue |          3 |          3 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|               xpm_fifo_sync_inst                                                                  |                                                        bd_top_rama_0_0_xpm_fifo_sync |         68 |         52 |      16 |    0 |    50 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                |                                                        bd_top_rama_0_0_xpm_fifo_base |         68 |         52 |      16 |    0 |    50 |      0 |      0 |    0 |          0 |
|         rama_write_core_inst                                                                      |                                                      bd_top_rama_0_0_rama_write_core |        263 |        254 |       8 |    1 |   264 |      0 |      0 |    0 |          0 |
|           rama_id_adjust_inst                                                                     |                                                       bd_top_rama_0_0_rama_id_adjust |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|           rama_mem_interleave_inst                                                                |                                                  bd_top_rama_0_0_rama_mem_interleave |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|           rama_write_reorder_core_inst                                                            |                                              bd_top_rama_0_0_rama_write_reorder_core |        259 |        250 |       8 |    1 |   258 |      0 |      0 |    0 |          0 |
|             rama_write_reorder_ctl_inst                                                           |                                               bd_top_rama_0_0_rama_write_reorder_ctl |        200 |        199 |       0 |    1 |   207 |      0 |      0 |    0 |          0 |
|             rama_write_reorder_trans_queue_inst                                                   |                                       bd_top_rama_0_0_rama_write_reorder_trans_queue |         60 |         52 |       8 |    0 |    51 |      0 |      0 |    0 |          0 |
|               (rama_write_reorder_trans_queue_inst)                                               |                                       bd_top_rama_0_0_rama_write_reorder_trans_queue |          2 |          2 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               xpm_fifo_sync_inst                                                                  |                                        bd_top_rama_0_0_xpm_fifo_sync__parameterized1 |         58 |         50 |       8 |    0 |    47 |      0 |      0 |    0 |          0 |
|                 xpm_fifo_base_inst                                                                |                                        bd_top_rama_0_0_xpm_fifo_base__parameterized0 |         58 |         50 |       8 |    0 |    47 |      0 |      0 |    0 |          0 |
|         reset_synchroniser_inst                                                                   |                                                   bd_top_rama_0_0_reset_synchroniser |          6 |          6 |       0 |    0 |     7 |      0 |      0 |    0 |          0 |
|     smartconnect_0                                                                                |                                                              bd_top_smartconnect_0_1 |       7637 |       5340 |    2206 |   91 | 14106 |      0 |      0 |    0 |          0 |
|       (smartconnect_0)                                                                            |                                                              bd_top_smartconnect_0_1 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |    0 |          0 |
|       inst                                                                                        |                                                      bd_top_smartconnect_0_1_bd_48b0 |       7637 |       5340 |    2206 |   91 | 14106 |      0 |      0 |    0 |          0 |
|         clk_map                                                                                   |                                           bd_top_smartconnect_0_1_clk_map_imp_4BHJCD |         36 |         33 |       0 |    3 |    82 |      0 |      0 |    0 |          0 |
|           psr0                                                                                    |                                               bd_top_smartconnect_0_1_bd_48b0_psr0_0 |         12 |         11 |       0 |    1 |    22 |      0 |      0 |    0 |          0 |
|             U0                                                                                    |                                           bd_top_smartconnect_0_1_proc_sys_reset_398 |         12 |         11 |       0 |    1 |    22 |      0 |      0 |    0 |          0 |
|               (U0)                                                                                |                                           bd_top_smartconnect_0_1_proc_sys_reset_398 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               EXT_LPF                                                                             |                                                      bd_top_smartconnect_0_1_lpf_399 |          3 |          2 |       0 |    1 |     6 |      0 |      0 |    0 |          0 |
|                 (EXT_LPF)                                                                         |                                                      bd_top_smartconnect_0_1_lpf_399 |          3 |          2 |       0 |    1 |     2 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_AUX.ACT_LO_AUX                                                         |                                                 bd_top_smartconnect_0_1_cdc_sync_402 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               SEQ                                                                                 |                                             bd_top_smartconnect_0_1_sequence_psr_400 |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 (SEQ)                                                                             |                                             bd_top_smartconnect_0_1_sequence_psr_400 |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 SEQ_COUNTER                                                                       |                                                  bd_top_smartconnect_0_1_upcnt_n_401 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|           psr_aclk                                                                                |                                           bd_top_smartconnect_0_1_bd_48b0_psr_aclk_0 |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|             U0                                                                                    |                                           bd_top_smartconnect_0_1_proc_sys_reset_392 |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|               (U0)                                                                                |                                           bd_top_smartconnect_0_1_proc_sys_reset_392 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               EXT_LPF                                                                             |                                                      bd_top_smartconnect_0_1_lpf_393 |          3 |          2 |       0 |    1 |    14 |      0 |      0 |    0 |          0 |
|                 (EXT_LPF)                                                                         |                                                      bd_top_smartconnect_0_1_lpf_393 |          2 |          1 |       0 |    1 |     6 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_AUX.ACT_LO_AUX                                                         |                                                 bd_top_smartconnect_0_1_cdc_sync_396 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_EXT.ACT_LO_EXT                                                         |                                                 bd_top_smartconnect_0_1_cdc_sync_397 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               SEQ                                                                                 |                                             bd_top_smartconnect_0_1_sequence_psr_394 |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 (SEQ)                                                                             |                                             bd_top_smartconnect_0_1_sequence_psr_394 |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 SEQ_COUNTER                                                                       |                                                  bd_top_smartconnect_0_1_upcnt_n_395 |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|           psr_aclk1                                                                               |                                          bd_top_smartconnect_0_1_bd_48b0_psr_aclk1_0 |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|             U0                                                                                    |                                               bd_top_smartconnect_0_1_proc_sys_reset |         12 |         11 |       0 |    1 |    30 |      0 |      0 |    0 |          0 |
|               (U0)                                                                                |                                               bd_top_smartconnect_0_1_proc_sys_reset |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               EXT_LPF                                                                             |                                                          bd_top_smartconnect_0_1_lpf |          3 |          2 |       0 |    1 |    14 |      0 |      0 |    0 |          0 |
|                 (EXT_LPF)                                                                         |                                                          bd_top_smartconnect_0_1_lpf |          2 |          1 |       0 |    1 |     6 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_AUX.ACT_LO_AUX                                                         |                                                     bd_top_smartconnect_0_1_cdc_sync |          0 |          0 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|                 ACTIVE_LOW_EXT.ACT_LO_EXT                                                         |                                                 bd_top_smartconnect_0_1_cdc_sync_391 |          1 |          1 |       0 |    0 |     4 |      0 |      0 |    0 |          0 |
|               SEQ                                                                                 |                                                 bd_top_smartconnect_0_1_sequence_psr |          9 |          9 |       0 |    0 |    15 |      0 |      0 |    0 |          0 |
|                 (SEQ)                                                                             |                                                 bd_top_smartconnect_0_1_sequence_psr |          5 |          5 |       0 |    0 |     9 |      0 |      0 |    0 |          0 |
|                 SEQ_COUNTER                                                                       |                                                      bd_top_smartconnect_0_1_upcnt_n |          4 |          4 |       0 |    0 |     6 |      0 |      0 |    0 |          0 |
|         m00_exit_pipeline                                                                         |                                bd_top_smartconnect_0_1_m00_exit_pipeline_imp_1WLPEYE |        773 |        748 |       0 |   25 |  1702 |      0 |      0 |    0 |          0 |
|           m00_exit                                                                                |                                               bd_top_smartconnect_0_1_bd_48b0_m00e_0 |        773 |        748 |       0 |   25 |  1702 |      0 |      0 |    0 |          0 |
|             inst                                                                                  |                               bd_top_smartconnect_0_1_sc_exit_v1_0_15_top__xdcDup__1 |        773 |        748 |       0 |   25 |  1702 |      0 |      0 |    0 |          0 |
|               (inst)                                                                              |                               bd_top_smartconnect_0_1_sc_exit_v1_0_15_top__xdcDup__1 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|               ar_reg                                                                              |                             bd_top_smartconnect_0_1_sc_util_v1_0_4_axi_reg_stall_351 |         26 |         26 |       0 |    0 |    86 |      0 |      0 |    0 |          0 |
|               aw_reg                                                                              |                             bd_top_smartconnect_0_1_sc_util_v1_0_4_axi_reg_stall_352 |         26 |         26 |       0 |    0 |    86 |      0 |      0 |    0 |          0 |
|               b_reg                                                                               |                             bd_top_smartconnect_0_1_sc_util_v1_0_4_axi_reg_stall_353 |          7 |          7 |       0 |    0 |     8 |      0 |      0 |    0 |          0 |
|               exit_inst                                                                           |                                     bd_top_smartconnect_0_1_sc_exit_v1_0_15_exit_354 |         73 |         55 |       0 |   18 |    36 |      0 |      0 |    0 |          0 |
|                 (exit_inst)                                                                       |                                     bd_top_smartconnect_0_1_sc_exit_v1_0_15_exit_354 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|                 gen_r_cmd_fifo.r_cmd_fifo                                                         |         bd_top_smartconnect_0_1_sc_util_v1_0_4_axic_reg_srl_fifo__parameterized3_371 |         56 |         40 |       0 |   16 |    25 |      0 |      0 |    0 |          0 |
|                 gen_w_cmd_fifo.w_cmd_fifo                                                         |         bd_top_smartconnect_0_1_sc_util_v1_0_4_axic_reg_srl_fifo__parameterized4_372 |         17 |         15 |       0 |    2 |    10 |      0 |      0 |    0 |          0 |
|               r_reg                                                                               |                             bd_top_smartconnect_0_1_sc_util_v1_0_4_axi_reg_stall_355 |        139 |        139 |       0 |    0 |   523 |      0 |      0 |    0 |          0 |
|               splitter_inst                                                                       |                                 bd_top_smartconnect_0_1_sc_exit_v1_0_15_splitter_356 |        353 |        346 |       0 |    7 |   376 |      0 |      0 |    0 |          0 |
|                 (splitter_inst)                                                                   |                                 bd_top_smartconnect_0_1_sc_exit_v1_0_15_splitter_356 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|                 gen_axi3.splitter_inst                                                            |                                bd_top_smartconnect_0_1_sc_exit_v1_0_15_axi3_conv_358 |        353 |        346 |       0 |    7 |   375 |      0 |      0 |    0 |          0 |
|               w_reg                                                                               |                             bd_top_smartconnect_0_1_sc_util_v1_0_4_axi_reg_stall_357 |        149 |        149 |       0 |    0 |   582 |      0 |      0 |    0 |          0 |
|               xpm_cdc_async_rst_inst                                                              |                                        bd_top_smartconnect_0_1_xpm_cdc_async_rst__13 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|         m00_nodes                                                                                 |                                        bd_top_smartconnect_0_1_m00_nodes_imp_1ACJ9AY |        854 |        395 |     458 |    1 |   997 |      0 |      0 |    0 |          0 |
|           m00_ar_node                                                                             |                                             bd_top_smartconnect_0_1_bd_48b0_m00arn_0 |        117 |         69 |      48 |    0 |   118 |      0 |      0 |    0 |          0 |
|             inst                                                                                  |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__xdcDup__1 |        117 |         69 |      48 |    0 |   118 |      0 |      0 |    0 |          0 |
|               (inst)                                                                              |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__xdcDup__1 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               inst_mi_handler                                                                     |                        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__xdcDup__1 |        109 |         61 |      48 |    0 |   107 |      0 |      0 |    0 |          0 |
|                 (inst_mi_handler)                                                                 |                        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__xdcDup__1 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.gen_node_prog_full.inst_node_prog_full                            |                              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__xdcDup__1 |         36 |         36 |       0 |    0 |    21 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.inst_fifo_node_payld                                              |              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__parameterized0__xdcDup__1 |         74 |         26 |      48 |    0 |    83 |      0 |      0 |    0 |          0 |
|                 inst_ingress                                                                      |                                  bd_top_smartconnect_0_1_sc_node_v1_0_16_ingress_343 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               inst_si_handler                                                                     |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_si_handler_340 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |    0 |          0 |
|                 (inst_si_handler)                                                                 |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_si_handler_340 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|                 gen_si_handler.gen_arbiter_rr_normal_area.inst_arbiter                            |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_arb_alg_rr_341 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 gen_si_handler.gen_request_counters.gen_req_counter[0].inst_req_counter           |                                   bd_top_smartconnect_0_1_sc_util_v1_0_4_counter_342 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               s_sc_xpm_cdc_async_rst_inst                                                         |                                        bd_top_smartconnect_0_1_xpm_cdc_async_rst__60 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           m00_aw_node                                                                             |                                             bd_top_smartconnect_0_1_bd_48b0_m00awn_0 |        137 |         88 |      48 |    1 |   120 |      0 |      0 |    0 |          0 |
|             inst                                                                                  |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized0__xdcDup__1 |        137 |         88 |      48 |    1 |   120 |      0 |      0 |    0 |          0 |
|               (inst)                                                                              |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized0__xdcDup__1 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               inst_mi_handler                                                                     |        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__parameterized0__xdcDup__1 |        110 |         62 |      48 |    0 |   100 |      0 |      0 |    0 |          0 |
|                 (inst_mi_handler)                                                                 |        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__parameterized0__xdcDup__1 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.gen_node_prog_full.inst_node_prog_full                            |                              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__xdcDup__2 |         37 |         37 |       0 |    0 |    21 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.inst_fifo_node_payld                                              |              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__parameterized0__xdcDup__2 |         74 |         26 |      48 |    0 |    76 |      0 |      0 |    0 |          0 |
|                 inst_ingress                                                                      |                  bd_top_smartconnect_0_1_sc_node_v1_0_16_ingress__parameterized0_332 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               inst_si_handler                                                                     |               bd_top_smartconnect_0_1_sc_node_v1_0_16_si_handler__parameterized0_327 |         24 |         23 |       0 |    1 |    16 |      0 |      0 |    0 |          0 |
|                 (inst_si_handler)                                                                 |               bd_top_smartconnect_0_1_sc_node_v1_0_16_si_handler__parameterized0_327 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|                 gen_m_axis_arb_fifo.inst_axis_arb_fifo                                            |         bd_top_smartconnect_0_1_sc_util_v1_0_4_axic_reg_srl_fifo__parameterized5_328 |         19 |         18 |       0 |    1 |     9 |      0 |      0 |    0 |          0 |
|                 gen_si_handler.gen_arbiter_rr_normal_area.inst_arbiter                            |                               bd_top_smartconnect_0_1_sc_node_v1_0_16_arb_alg_rr_329 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|                 gen_si_handler.gen_request_counters.gen_req_counter[0].inst_req_counter           |                                   bd_top_smartconnect_0_1_sc_util_v1_0_4_counter_330 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|               s_sc_xpm_cdc_async_rst_inst                                                         |                                        bd_top_smartconnect_0_1_xpm_cdc_async_rst__58 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           m00_b_node                                                                              |                                              bd_top_smartconnect_0_1_bd_48b0_m00bn_0 |         91 |         75 |      16 |    0 |    65 |      0 |      0 |    0 |          0 |
|             inst                                                                                  |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized1__xdcDup__1 |         91 |         75 |      16 |    0 |    65 |      0 |      0 |    0 |          0 |
|               (inst)                                                                              |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized1__xdcDup__1 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               inst_mi_handler                                                                     |        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__parameterized1__xdcDup__1 |         87 |         71 |      16 |    0 |    60 |      0 |      0 |    0 |          0 |
|                 (inst_mi_handler)                                                                 |        bd_top_smartconnect_0_1_sc_node_v1_0_16_mi_handler__parameterized1__xdcDup__1 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.gen_fifo_req.inst_fifo_req                                        |              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__parameterized1__xdcDup__1 |         34 |         26 |       8 |    0 |    22 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.inst_fifo_node_payld                                              |              bd_top_smartconnect_0_1_sc_node_v1_0_16_fifo__parameterized2__xdcDup__1 |         45 |         37 |       8 |    0 |    28 |      0 |      0 |    0 |          0 |
|                 gen_normal_area.inst_fifo_send                                                    |               bd_top_smartconnect_0_1_sc_node_v1_0_16_reg_slice3__parameterized0_320 |          8 |          8 |       0 |    0 |     8 |      0 |      0 |    0 |          0 |
|               inst_si_handler                                                                     |               bd_top_smartconnect_0_1_sc_node_v1_0_16_si_handler__parameterized1_319 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
|               s_sc_xpm_cdc_async_rst_inst                                                         |                                        bd_top_smartconnect_0_1_xpm_cdc_async_rst__56 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |    0 |          0 |
|           m00_r_node                                                                              |                                              bd_top_smartconnect_0_1_bd_48b0_m00rn_0 |        251 |         83 |     168 |    0 |   334 |      0 |      0 |    0 |          0 |
|             inst                                                                                  |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized2__xdcDup__1 |        251 |         83 |     168 |    0 |   334 |      0 |      0 |    0 |          0 |
|               (inst)                                                                              |               bd_top_smartconnect_0_1_sc_node_v1_0_16_top__parameterized2__xdcDup__1 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |    0 |          0 |
